content_traduzido,sentiment,sentiment_polarity,spacy_lemma
comeco primeira vez uso gostei bacana poder contar app acessivel onde podemos criar artes custo oportunidade poder trabalhar ate celular simples acessibilidade obrigado canva poucos vou adaptando aprimorando aprendendo usar sistema arquivos si pode utilizado brasil objetivo facilitar adocao poder adaptar integrar novos padroes surgem paises por app baraco desenvolvido grupo trabalha brasil area informatica objetivo aprimoramento tecnologia meio adocao recursos permitem usuarios criem proprios ambientes virtuais acessiveis acessivel qualquer pessoa interesse computadores eletronicos criar ambiente digital livre onde uso recursos internet podera compartilhado todos a versao aplicacao aplicacao desenvolvida app baraco prevista brasil ano estara disponivel servidores integram projeto ainda possuem versao versao estavel processo implantacao baraco devera atualizada evolucao servidores apple inc possuem suporte apple inc tendo problemas aplicativo,surprise,positive,"['comeco', 'primeiro', 'vez', 'uso', 'gostar', 'bacano', 'poder', 'contar', 'app', 'acessivel', 'poder', 'criar', 'arte', 'custo', 'oportunidade', 'poder', 'trabalhar', 'celular', 'simples', 'acessibilidade', 'obrigar', 'canva', 'adaptar', 'aprimorar', 'aprender', 'usar', 'sistema', 'arquivo', 'poder', 'utilizar', 'objetivo', 'facilitar', 'adocao', 'poder', 'adaptar', 'integrar', 'novo', 'padroe', 'surgir', 'paises', 'app', 'Baraco', 'desenvolver', 'grupo', 'trabalhar', 'Brasil', 'Area', 'informatico', 'objetivo', 'aprimoramento', 'tecnologia', 'meio', 'adocao', 'recurso', 'permitir', 'usuario', 'criem', 'proprio', 'ambiente', 'virtual', 'acessiveis', 'acessivel', 'pessoa', 'interesse', 'computador', 'eletronico', 'criar', 'ambiente', 'digital', 'livre', 'uso', 'recurso', 'Internet', 'poderar', 'compartilhar', 'versao', 'aplicacao', 'aplicacao', 'desenvolver', 'prever', 'ano', 'estar', 'disponivel', 'servidor', 'integrar', 'projeto', 'ainda', 'possuir', 'versao', 'versao', 'estavel', 'processo', 'implantacao', 'atualizar', 'servidor', 'applar', 'possuir', 'suporte', 'apple', 'inc', 'ter', 'problema', 'aplicativo']"
aplicativo otimo primeira visao parece complicado mexer porem vice entende funciona percebe verdade facil mexer bomm ajuda amigo ajuda professora nani apesar ter faculdade mulher vive relacionamento amoroso estudante akaroku ela primeira estudante escola ter acesso universidade relacionamento outra estudante chamada ichi,surprise,positive,"['aplicativo', 'otimo', 'primeiro', 'visao', 'parecer', 'complicado', 'mexer', 'por', 'vice', 'entender', 'funcionar', 'percebe', 'verdade', 'facil', 'mexer', 'bomm', 'ajudar', 'amigo', 'ajudar', 'professora', 'nani', 'apesar', 'ter', 'faculdade', 'viver', 'relacionamento', 'amoroso', 'estudante', 'akaroku', 'primeiro', 'estudante', 'escolar', 'ter', 'acesso', 'universidade', 'relacionamento', 'estudante', 'chamar', 'ichi']"
aplicativo otimo primeira visao parece complicado mexer porem vice entende funciona percebe verdade facil mexer bomm pouco aplicativo facil entender assim vai conseguir fazer produto si o resultado aplicativo muita funcionalidade facil decorar adapte facilidade intuitivo intuitivo menos duas horas pode baixado,surprise,positive,"['aplicativo', 'otimo', 'primeiro', 'visao', 'parecer', 'complicado', 'mexer', 'por', 'vice', 'entender', 'funcionar', 'percebe', 'verdade', 'facil', 'mexer', 'bomm', 'pouco', 'aplicativo', 'facil', 'entender', 'assim', 'conseguir', 'fazer', 'produto', 'resultado', 'aplicativo', 'funcionalidade', 'facil', 'decorar', 'adapte', 'facilidade', 'intuitivo', 'intuitivo', 'menos', 'hora', 'poder', 'baixar']"
comeco primeira vez uso gostei bacana poder contar app acessivel onde podemos criar artes custo oportunidade poder trabalhar ate celular simples acessibilidade obrigado canva poucos vou adaptando aprimorando aprendendo usar tecnologia baixo custo o fato ter servico eficaz versatil sistema opera app possui pois precisa aparelho contar app possui usuarios opera aparelho possui necessario ter pois internet internet disponivel possuia software usa versao software programas utilizam aplicativos gosta etc voce deve ter conta uso software fazer possui voce possui aparelho vai pagar taxa taxa uso continue utilizando pagando taxa uso ainda pagando ira precisar pagar volta troca pagando ira usar software pagar pagando vai ira usar versao vai,surprise,positive,"['comeco', 'primeiro', 'vez', 'uso', 'gostar', 'bacano', 'poder', 'contar', 'app', 'acessivel', 'poder', 'criar', 'arte', 'custo', 'oportunidade', 'poder', 'trabalhar', 'celular', 'simples', 'acessibilidade', 'obrigar', 'canva', 'adaptar', 'aprimorar', 'aprender', 'usar', 'tecnologia', 'baixo', 'custo', 'fato', 'servico', 'versatil', 'sistema', 'operar', 'possuir', 'precisar', 'aparelho', 'contar', 'possuir', 'usuario', 'operar', 'aparelho', 'possuir', 'necessario', 'ter', 'disponivel', 'possuia', 'software', 'usar', 'versao', 'programa', 'utilizar', 'aplicativo', 'gostar', 'etc', 'voce', 'dever', 'ter', 'conta', 'uso', 'software', 'fazer', 'possuir', 'voce', 'possuir', 'aparelho', 'pagar', 'taxa', 'taxa', 'uso', 'continuar', 'utilizar', 'pagar', 'taxa', 'uso', 'ainda', 'pagar', 'precisar', 'pagar', 'volta', 'troco', 'pagar', 'usar', 'software', 'pagar', 'pagar', 'ira', 'usar', 'versao']"
comeco primeira vez uso gostei bacana poder contar app acessivel onde podemos criar artes custo oportunidade poder trabalhar ate celular simples acessibilidade obrigado canva poucos vou adaptando aprimorando aprendendo usar facilidade produto o app tocador possui camera movel d assim gps permite usuario mostre lugares deseja filmar determinada area com imagens podem captadas grande numero diferentes angulos cores,surprise,positive,"['comeco', 'primeiro', 'vez', 'uso', 'gostar', 'bacano', 'poder', 'contar', 'app', 'acessivel', 'poder', 'criar', 'arte', 'custo', 'oportunidade', 'poder', 'trabalhar', 'celular', 'simples', 'acessibilidade', 'obrigar', 'canva', 'adaptar', 'aprimorar', 'aprender', 'usar', 'facilidade', 'produto', 'tocador', 'possuir', 'camera', 'movel', 'assim', 'gps', 'permitir', 'usuario', 'lugar', 'desejar', 'filmar', 'determinar', 'areo', 'imagem', 'poder', 'captadas', 'grande', 'numero', 'angulo', 'cor']"
precisava app colocar cancao video editado tentei outro aplicativo ja visto video regado elogios resumo app vizinho acabou qualidade video tanto resolucao quanto formato sendo opcao escolher queria ficasse assim nao sustentou passar dia todo pelejando vizinho baixei deu bom demais so queria ter lembrado desse editor antes todo stress obrigada sair carro garagem indo escola noite saiu outro dia foi grande momento vida todo vida sucesso posso pensar vou superar quando cheguei final competicao comecar sentir pressao dificuldades sempre consequencia lesao tornozelo deixou tras e entao tudo faz chorar aqui tudo fazendo superar dificuldades em algumas tomadas percebi lesao tornozelo apenas questao dias lesao joelho tudo fez sentir pressao enorme medo machuca lo desde comecei trabalhar novo album entao cheguei final competicao havia necessidade deixar sair time depois dois meses muita tensao vez dificil porque havia mudar equipe espero time totalmente preparado momento e jogo contra volta brasil depois volta portugal final problema ocasionado erro arbitro errando tempo inicio partida o arbitro tentando corrigir erro tempo normal jogo entanto errando segundo jogo acabou virando x goleiro carlos alberto schiaffino goleiro mauricio carpeaux revezando bem ajudar com resultado classificacao proxima fase assegurada ter sido empate x contra sport gol nilson pereira outro lance controverso o juiz anulou resultado x resultado final carlos alberto schiaffino autor dois penaltis,surprise,positive,"['precisar', 'app', 'colocar', 'cancao', 'video', 'editar', 'tentar', 'aplicativo', 'ver', 'video', 'regar', 'elogio', 'resumo', 'app', 'vizinho', 'acabar', 'qualidade', 'video', 'tanto', 'resolucao', 'quanto', 'formato', 'opcao', 'escolher', 'querer', 'ficar', 'assim', 'sustentar', 'passar', 'dia', 'pelejar', 'vizinho', 'baixei', 'dar', 'bom', 'demais', 'querer', 'lembrar', 'editor', 'antes', 'stress', 'obrigar', 'sair', 'carro', 'garagem', 'ir', 'sair', 'dia', 'grande', 'momento', 'vidar', 'vida', 'sucesso', 'poder', 'pensar', 'superar', 'quando', 'cheguei', 'final', 'competicao', 'comecar', 'sentir', 'pressao', 'dificuldade', 'sempre', 'consequencer', 'lesao', 'deixar', 'tra', 'entao', 'fazer', 'chorar', 'aqui', 'fazer', 'superar', 'dificuldade', 'tomada', 'percebi', 'lesao', 'tornozelo', 'apenas', 'questao', 'dia', 'lesao', 'joelho', 'fazer', 'sentir', 'pressao', 'enorme', 'medo', 'Machuca', 'lo', 'começar', 'trabalhar', 'novo', 'album', 'entao', 'final', 'competicao', 'haver', 'necessidade', 'deixar', 'sair', 'time', 'depois', 'mês', 'vez', 'dificil', 'mudar', 'equipe', 'esperar', 'time', 'totalmente', 'preparar', 'momento', 'jogo', 'volta', 'depois', 'volta', 'final', 'problema', 'ocasionar', 'erro', 'arbitrar', 'errar', 'tempo', 'inicio', 'partido', 'arbitro', 'tentar', 'corrigir', 'erro', 'tempo', 'normal', 'jogo', 'entanto', 'errar', 'segundo', 'jogo', 'acabar', 'virar', 'goleiro', 'schiaffino', 'goleiro', 'mauricio', 'carpeaux', 'revezar', 'bem', 'ajudar', 'resultado', 'classificacao', 'fase', 'assegurar', 'empate', 'x', 'gol', 'pereirar', 'lançar', 'controverso', 'juiz', 'anular', 'resultado', 'resultado', 'final', 'schiaffino', 'autor', 'penalti']"
receio comprar shopee mercadoria nao entregue nao gostar produtos entao resolvir dar chance bem satisfeita produtos comprei sao qualidade unico problema entrega resolveram prontidao recomendo producao producao fim perdessem lucro comercio produtos entao sao venda publico como conseguimos vender quantidade produto logo dia janeiro ordem mil reais emitida empresa origem chinesa prepara comprar empresa origem mexicana empresa sucesso logo ordem cancelada causou queda lucro assim dividas empresa falta oportunidades apos acidente carro caminhao viajava toda cidade tijuana dia janeiro mexicana comecou vender armazem nesse dia anunciada venda unidade cidade los angeles a tres funcionarios cidade tijuana dona tres caminhoes sendo deu certo producao o contrato assinado dia janeiro as empresas origem mexicanas iniciaram venda tijuana janeiro levantado mil reais o grupo conseguiu vender mil produtos a adquiriu mexicana companhia chinesa brasileira comprou bens mexicana a mexicana adquiriu direitos producao acoes mexicana em julho mexicana comprada grupo americano risco global capital,surprise,positive,"['receiar', 'comprar', 'shopee', 'mercadoria', 'entregar', 'gostar', 'produto', 'entao', 'resolvir', 'dar', 'chance', 'bem', 'satisfeito', 'produto', 'comprei', 'sao', 'qualidade', 'unico', 'problema', 'entregar', 'resolver', 'prontidao', 'recomer', 'producao', 'fim', 'perder', 'lucro', 'comercio', 'produto', 'entao', 'sao', 'venda', 'publico', 'conseguir', 'vender', 'quantidade', 'produto', 'logo', 'dia', 'janeiro', 'ordemr', 'real', 'emitir', 'empresa', 'origem', 'chinês', 'preparar', 'comprar', 'empresa', 'origem', 'mexicano', 'empresa', 'sucesso', 'logo', 'ordem', 'cancelar', 'causar', 'queda', 'lucro', 'assim', 'divir', 'empresa', 'faltar', 'oportunidade', 'apo', 'acidente', 'carro', 'caminhao', 'viajar', 'cidade', 'tijuano', 'dia', 'Janeiro', 'mexicano', 'comecar', 'vender', 'armazer', 'dia', 'anunciar', 'venda', 'angele', 'tr', 'funcionario', 'cidade', 'tijuano', 'donar', 'tr', 'caminhoe', 'dar', 'producao', 'contrato', 'assinar', 'dia', 'janeiro', 'empresa', 'origem', 'mexicano', 'iniciar', 'venda', 'tijuano', 'janeiro', 'levantar', 'real', 'grupo', 'conseguir', 'vender', 'produto', 'adquirir', 'mexicano', 'companhia', 'chinês', 'brasileira', 'comprar', 'bem', 'mexicano', 'mexicana', 'adquirir', 'direito', 'producao', 'acoes', 'mexicano', 'julho', 'mexicano', 'comprar', 'grupo', 'americano', 'risco', 'global', 'capital']"
comeco primeira vez uso gostei bacana poder contar app acessivel onde podemos criar artes custo oportunidade poder trabalhar ate celular simples acessibilidade obrigado canva poucos vou adaptando aprimorando aprendendo usar app aplicacoes assim necessario ter sistema distribuicao energia epoca reproducao album pois mesma diferente redor mundo aloya brasil china europa sendo distribuicao disponivel todos paises lingua inglesa,surprise,positive,"['comeco', 'primeiro', 'vez', 'uso', 'gostar', 'bacano', 'poder', 'contar', 'app', 'acessivel', 'poder', 'criar', 'arte', 'custo', 'oportunidade', 'poder', 'trabalhar', 'celular', 'simples', 'acessibilidade', 'obrigar', 'canva', 'adaptar', 'aprimorar', 'aprender', 'usar', 'app', 'aplicacoes', 'assim', 'necessario', 'ter', 'sistema', 'distribuicaor', 'energia', 'epocar', 'reproducao', 'album', 'pois', 'mesmo', 'diferente', 'redor', 'mundo', 'distribuicaor', 'disponivel', 'paises', 'lingua', 'inglês']"
aplicativo otimo primeira visao parece complicado mexer porem vice entende funciona percebe verdade facil mexer bomminton programa primeiro visao presente costume faz ouvir radio ouve programas segunda visao assim paciencia contar dado primeiro conta outros aparelhos dispositivo aparelho primeiro visao,surprise,positive,"['aplicativo', 'otimo', 'primeiro', 'visao', 'parecer', 'complicado', 'mexer', 'por', 'vice', 'entender', 'funcionar', 'percebe', 'verdade', 'facil', 'mexer', 'bomminton', 'programa', 'primeiro', 'visao', 'presente', 'costume', 'fazer', 'ouvir', 'radio', 'ouve', 'programa', 'segundo', 'visao', 'assim', 'paciencia', 'contar', 'dar', 'primeiro', 'contar', 'aparelho', 'dispositivo', 'aparelho', 'primeiro', 'visaor']"
precisava app colocar cancao video editado tentei outro aplicativo ja visto video regado elogios resumo app vizinho acabou qualidade video tanto resolucao quanto formato sendo opcao escolher queria ficasse assim nao sustentou passar dia todo pelejando vizinho baixei deu bom demais so queria ter lembrado desse editor antes todo stress obrigada preencher programa televisao nada pois precisava programa porque lembro cor ficou bonito casa bem algum tempo bem dia chuvoso temperaturas aguentadas limpei ar calor maior programa normal pois sol sol ficar pouco porque sol denso nunca esquece sala quarto par tempo entao bem arrepender ter feito erro ter criado app porque normal fazer app cima lugares onde feito cima coloquei temperatura ia baixar entao normal pensei deveria feito erro fazer entao bem disse deveria fazer normal lembrei errada mau medo algum dia hora limpei muitos anos conseguia lembre onde onde fazia sol app normal e normal contente app feliz realmente feliz feliz feliz acho app,surprise,positive,"['precisar', 'app', 'colocar', 'cancao', 'video', 'editar', 'tentar', 'aplicativo', 'ver', 'video', 'regar', 'elogio', 'resumo', 'app', 'vizinho', 'acabar', 'qualidade', 'video', 'tanto', 'resolucao', 'quanto', 'formato', 'opcao', 'escolher', 'querer', 'ficar', 'assim', 'sustentar', 'passar', 'dia', 'pelejar', 'vizinho', 'baixei', 'dar', 'bom', 'demais', 'querer', 'lembrar', 'editor', 'antes', 'stress', 'obrigar', 'preencher', 'programa', 'televisao', 'precisar', 'programa', 'lembro', 'ficar', 'bonito', 'casa', 'bem', 'tempo', 'bem', 'dia', 'chuvoso', 'temperatura', 'aguentar', 'limpei', 'ar', 'calor', 'grande', 'programa', 'normal', 'pois', 'sol', 'ficar', 'pouco', 'sol', 'denso', 'nunca', 'esquecer', 'sala', 'quarto', 'par', 'tempo', 'entao', 'bem', 'arrepender', 'fazer', 'erro', 'criar', 'app', 'normal', 'fazer', 'app', 'lugar', 'fazer', 'coloquei', 'temperatura', 'baixar', 'entao', 'normal', 'pensar', 'dever', 'fazer', 'erro', 'fazer', 'entao', 'bem', 'dizer', 'dever', 'fazer', 'normal', 'lembrar', 'errar', 'mau', 'medo', 'dia', 'hora', 'limpei', 'ano', 'conseguir', 'lembre', 'fazer', 'sol', 'app', 'normal', 'normal', 'contente', 'app', 'feliz', 'realmente', 'feliz', 'feliz', 'feliz', 'achar', 'app']"
receio comprar shopee mercadoria nao entregue nao gostar produtos entao resolvir dar chance bem satisfeita produtos comprei sao qualidade unico problema entrega resolveram prontidao recomendo trabalhar brasil oportunidade no dia fevereiro sr eduardo oliveira silva ex socio empresa anunciou via facebook grupo volta empresa ainda aquisicao produtos vem apresentando novidades mercado,surprise,positive,"['receiar', 'comprar', 'shopee', 'mercadoria', 'entregar', 'gostar', 'produto', 'entao', 'resolvir', 'dar', 'chance', 'bem', 'satisfeito', 'produto', 'comprei', 'sao', 'qualidade', 'unico', 'problema', 'entregar', 'resolver', 'prontidao', 'recomendo', 'trabalhar', 'Brasil', 'oportunidade', 'dia', 'fevereiro', 'socio', 'empresa', 'anunciar', 'via', 'facebook', 'grupo', 'volta', 'empresa', 'ainda', 'aquisicaor', 'produto', 'vir', 'apresentar', 'novidade', 'mercado']"
aplicativo otimo primeira visao parece complicado mexer porem vice entende funciona percebe verdade facil mexer bomminton rapido aplicativo pois ter boa interacao faz conexao pessoa coisas pode e facil conectar pessoas aplicativo menor tempo ver pessoas assim rapido para ter rapido necessario comprar relogio relogio vida usuario relogio bolso cartao sim,surprise,positive,"['aplicativo', 'otimo', 'primeiro', 'visao', 'parecer', 'complicado', 'mexer', 'por', 'vice', 'entender', 'funcionar', 'percebe', 'verdade', 'facil', 'mexer', 'Bomminton', 'rapir', 'aplicativo', 'ter', 'bom', 'interacao', 'fazer', 'pessoo', 'coisa', 'poder', 'facil', 'conectar', 'pessoa', 'aplicativo', 'pequeno', 'tempo', 'ver', 'pessoa', 'assim', 'rapir', 'rapir', 'necessario', 'comprar', 'relogio', 'vidar', 'usuario', 'relogio', 'bolso', 'cartao', 'sim']"
precisava app colocar cancao video editado tentei outro aplicativo ja visto video regado elogios resumo app vizinho acabou qualidade video tanto resolucao quanto formato sendo opcao escolher queria ficasse assim nao sustentou passar dia todo pelejando vizinho baixei deu bom demais so queria ter lembrado desse editor antes todo stress obrigada faze lo entao boa ideia app vida jovem tempo usuario frente software pouco gosto usuario velho precisava alguns ajustes software bastante velho software menos memoria ram boa memoria padrao apenas imagem bonita mas lenta video tempo menos video rapido facil manutencao rapido video rapido infelizmente codigo caro codigo estavel assim seguro aplicativo caro versoes populares,surprise,positive,"['precisar', 'app', 'colocar', 'cancao', 'video', 'editar', 'tentar', 'aplicativo', 'ver', 'video', 'regar', 'elogio', 'resumo', 'app', 'vizinho', 'acabar', 'qualidade', 'video', 'tanto', 'resolucao', 'quanto', 'formato', 'opcao', 'escolher', 'querer', 'ficar', 'assim', 'sustentar', 'passar', 'dia', 'pelejar', 'vizinho', 'baixei', 'dar', 'bom', 'demais', 'querer', 'lembrar', 'editor', 'antes', 'stress', 'obrigado', 'faze', 'entao', 'bom', 'ideia', 'vidar', 'jovem', 'tempo', 'usuario', 'frente', 'software', 'gosto', 'usuario', 'velho', 'precisar', 'ajuste', 'software', 'bastante', 'velho', 'software', 'menos', 'memoria', 'r', 'bom', 'memoria', 'padrao', 'apenas', 'imagem', 'bonito', 'Lenta', 'video', 'tempo', 'menos', 'video', 'rapir', 'facil', 'Manutencao', 'rapir', 'video', 'rapir', 'infelizmente', 'codigo', 'caro', 'codigo', 'estavel', 'assim', 'seguro', 'aplicativo', 'caro', 'versoes', 'popular']"
aplicativo otimo primeira visao parece complicado mexer porem vice entende funciona percebe verdade facil mexer bomm funcionamento a primeira nota usuarios informados palavra google logo muda usuarios informados google informado aplicativo primeira vista loja aplicativos google chamado google,surprise,positive,"['aplicativo', 'otimo', 'primeiro', 'visao', 'parecer', 'complicado', 'mexer', 'por', 'vice', 'entender', 'funcionar', 'percebe', 'verdade', 'facil', 'mexer', 'bomm', 'funcionamento', 'primeiro', 'nota', 'usuario', 'informar', 'palavra', 'google', 'logo', 'mudar', 'usuario', 'informar', 'google', 'informar', 'aplicativo', 'primeiro', 'vista', 'loja', 'aplicativo', 'google', 'chamar', 'google']"
aplicativo otimo primeira visao parece complicado mexer porem vice entende funciona percebe verdade facil mexer bomm vez ajuda mulher visao outros sabem jeito mostrar se bom homem quando amigos ambos apartamento sitti mulher comeca interessar mulher chama entrar ignora acabam apaixonando logo comecam namorar,surprise,positive,"['aplicativo', 'otimo', 'primeiro', 'visao', 'parecer', 'complicado', 'mexer', 'por', 'vice', 'entender', 'funcionar', 'percebe', 'verdade', 'facil', 'mexer', 'bomm', 'vez', 'ajudar', 'mulher', 'visao', 'saber', 'jeito', 'mostrar', 'bom', 'homem', 'quando', 'amigo', 'apartamento', 'mulher', 'comeca', 'interessar', 'mulher', 'chamar', 'entrar', 'ignor', 'acabar', 'apaixonar', 'logo', 'comecar', 'namorar']"
receio comprar shopee mercadoria nao entregue nao gostar produtos entao resolvir dar chance bem satisfeita produtos comprei sao qualidade unico problema entrega resolveram prontidao recomendo processo voltar vende lo venda obtivesse resposta venda pequena justo razao compradores queriam vender venda baixa qualidade dificil acesso dispensados interessados comprarem assim falta compradores pagos fim manter negocio comecou feita concluida logo compradores puderam comprar shopee graca novo produto numero vendas aumentou assim aumento vendas vez ficar facil atendimento procura diminuindo assim aparecimento aconteceu comercio caso shopee graca loja brinquedos estrela japao loja brinquedos estrela australia singapura estados unidos japao hong kong eua feita baixo custo numero vendas aumentou aumentou,surprise,positive,"['receiar', 'comprar', 'shopee', 'mercadoria', 'entregar', 'gostar', 'produto', 'entao', 'resolvir', 'dar', 'chance', 'bem', 'satisfeito', 'produto', 'comprei', 'sao', 'qualidade', 'unico', 'problema', 'entregar', 'resolver', 'prontidao', 'recomendar', 'processo', 'voltar', 'vender', 'venda', 'obtiver', 'resposta', 'venda', 'pequeno', 'justo', 'razao', 'comprador', 'querer', 'vender', 'venda', 'baixo', 'qualidade', 'dificil', 'acesso', 'dispensar', 'interessado', 'comprar', 'assim', 'falta', 'comprador', 'pagar', 'fim', 'manter', 'negocio', 'comecar', 'fazer', 'concluir', 'logo', 'comprador', 'puderam', 'comprar', 'shopee', 'gracar', 'novo', 'produto', 'numero', 'Vendas', 'aumentar', 'assim', 'aumento', 'venda', 'vez', 'ficar', 'facil', 'atendimento', 'procurar', 'diminuir', 'assim', 'aparecimento', 'acontecer', 'comercio', 'caso', 'shopee', 'gracar', 'loja', 'brinquedo', 'estrela', 'Japao', 'lojar', 'brinquer', 'estrela', 'singapura', 'Estados', 'fazer', 'baixo', 'cur', 'numero', 'venda', 'aumentar', 'aumentar']"
receio comprar shopee mercadoria nao entregue nao gostar produtos entao resolvir dar chance bem satisfeita produtos comprei sao qualidade unico problema entrega resolveram prontidao recomendo producao sendo produtos importados importados interessante mim no dia fevereiro dia aniversario sesmeiro s miguel sr luis barros entregou mercadorias venda mercadorias sr luis barros entrega bem facil sentia vontade entregar mercadorias a entrega bem dura simples na ocasiao dado nome brilhoua venda buzeiro sao paulo o sr luis barros doou terreno terreno terreno ipiranga area metros quadrados doado buzeiro origem alema ele ficou mercadorias lote ficou lote,surprise,positive,"['receiar', 'comprar', 'shopee', 'mercadoria', 'entregar', 'gostar', 'produto', 'entao', 'resolvir', 'dar', 'chance', 'bem', 'satisfeito', 'produto', 'comprei', 'sao', 'qualidade', 'unico', 'problema', 'entregar', 'resolver', 'prontidao', 'recomer', 'produto', 'importar', 'importar', 'interessante', 'dia', 'fevereiro', 'dia', 'aniversario', 'sesmeiro', 'Luis', 'entregar', 'mercadoria', 'venda', 'mercadoria', 'sr', 'Luis', 'barro', 'entregar', 'bem', 'facil', 'sentir', 'vontade', 'entregar', 'mercadoria', 'entrega', 'bem', 'duro', 'simples', 'ocasiao', 'dar', 'nome', 'venda', 'buzeiro', 'doar', 'terreno', 'terreno', 'terreno', 'ipirango', 'areo', 'metro', 'quadrados', 'doar', 'buzeiro', 'alema', 'ficar', 'mercadoria', 'lote', 'ficar', 'lote']"
comeco primeira vez uso gostei bacana poder contar app acessivel onde podemos criar artes custo oportunidade poder trabalhar ate celular simples acessibilidade obrigado canva poucos vou adaptando aprimorando aprendendo usar poder programa salame fake criar primeira vez uso gostei bacana contar app acessivel onde podemos criar artes custo oportunidade trabalhar ate celular simples acessibilidade obrigado canva poucos vou adaptar aprimorando aprendendo usar programa salame fake primeira vez uso gostei bacana contar app acessivel onde podemos artes custo oportunidade trabalhar ate celular simples acessibilidade obrigado canva poucos vou adaptar aprimorando aprendendo usar programa salame fake adaptar aprender forcada aprender obrigados aprender forcado,surprise,positive,"['comeco', 'primeiro', 'vez', 'uso', 'gostar', 'bacano', 'poder', 'contar', 'app', 'acessivel', 'poder', 'criar', 'arte', 'custo', 'oportunidade', 'poder', 'trabalhar', 'celular', 'simples', 'acessibilidade', 'obrigar', 'canva', 'adaptar', 'aprimorar', 'aprender', 'usar', 'poder', 'programa', 'salame', 'fake', 'criar', 'primeiro', 'vez', 'uso', 'gostar', 'Bacana', 'contar', 'acessivel', 'poder', 'criar', 'arte', 'custo', 'oportunidade', 'trabalhar', 'celular', 'simples', 'acessibilidade', 'obrigar', 'canva', 'pouco', 'adaptar', 'aprimorar', 'aprender', 'usar', 'programa', 'salame', 'fake', 'vez', 'uso', 'gostar', 'Bacana', 'contar', 'acessivel', 'poder', 'arte', 'custo', 'oportunidade', 'trabalhar', 'celular', 'simples', 'acessibilidade', 'obrigar', 'canva', 'pouco', 'adaptar', 'aprimorar', 'aprender', 'usar', 'programa', 'salame', 'fake', 'adaptar', 'aprender', 'forcar', 'aprender', 'obrigar', 'forcar']"
receio comprar shopee mercadoria nao entregue nao gostar produtos entao resolvir dar chance bem satisfeita produtos comprei sao qualidade unico problema entrega resolveram prontidao recomendo negociar grife cliente quiserem trocar vender produtos incomodaram pois mes junho loja d a m b c g a vende mercadorias empresa design informou compra loja feita presenca qualquer representante mercado conhecimento cliente acabou adquirir loja chamando design,surprise,positive,"['receiar', 'comprar', 'shopee', 'mercadoria', 'entregar', 'gostar', 'produto', 'entao', 'resolvir', 'dar', 'chance', 'bem', 'satisfeito', 'produto', 'comprei', 'sao', 'qualidade', 'unico', 'problema', 'entregar', 'resolver', 'prontidao', 'recomendo', 'negociar', 'grife', 'cliente', 'quiserem', 'trocar', 'vender', 'produto', 'incomodar', 'pois', 'junho', 'loja', 'g', 'vender', 'mercadoria', 'empresa', 'informar', 'compra', 'loja', 'fazer', 'presenca', 'representante', 'mercado', 'conhecimento', 'cliente', 'acabar', 'adquirir', 'loja', 'chamar', 'design']"
receio comprar shopee mercadoria nao entregue nao gostar produtos entao resolvir dar chance bem satisfeita produtos comprei sao qualidade unico problema entrega resolveram prontidao recomendo e nome quantidade mercadoria qualidade boas alem disso janeiro empresa passou vender produtos luxo ford fez pessoas queriam comprar casa compravam casa consumo a empresa tornou maior produtora moda brasil hoje maior empresa moda mercado vendas superiores r produto ford,surprise,positive,"['receiar', 'comprar', 'shopee', 'mercadoria', 'entregar', 'gostar', 'produto', 'entao', 'resolvir', 'dar', 'chance', 'bem', 'satisfeito', 'produto', 'comprei', 'sao', 'qualidade', 'unico', 'problema', 'entregar', 'resolver', 'prontidao', 'recomendo', 'nome', 'quantidade', 'mercadorio', 'qualidade', 'bom', 'aler', 'janeiro', 'empresa', 'passar', 'vender', 'produto', 'luxo', 'ford', 'fazer', 'pessoa', 'querer', 'comprar', 'casa', 'comprar', 'casa', 'consumo', 'empresa', 'tornar', 'grande', 'produtora', 'modo', 'hoje', 'grande', 'empresa', 'modo', 'mercado', 'venda', 'alto', 'produto', 'ford']"
aplicativo otimo primeira visao parece complicado mexer porem vice entende funciona percebe verdade facil mexer bomm up aplicativo ainda algumas correcoes bugs roda o aplica personagens ficando tela,surprise,positive,"['aplicativo', 'otimo', 'primeiro', 'visao', 'parecer', 'complicado', 'mexer', 'por', 'vice', 'entender', 'funcionar', 'percebe', 'verdade', 'facil', 'mexer', 'bomm', 'aplicativo', 'ainda', 'correcoes', 'bugs', 'rodar', 'aplico', 'personagem', 'ficar', 'tela']"
aplicativo otimo primeira visao parece complicado mexer porem vice entende funciona percebe verdade facil mexer bomm aplicativo e feito pouco complicado ainda o aplicativo ajuda pessoa ajuda escrita documento ajuda outras pessoas funcao fazer escrita documentos escritorio forma fazer registro aplicativo registro,surprise,positive,"['aplicativo', 'otimo', 'primeiro', 'visao', 'parecer', 'complicado', 'mexer', 'por', 'vice', 'entender', 'funcionar', 'percebe', 'verdade', 'facil', 'mexer', 'bomm', 'aplicativo', 'fazer', 'pouco', 'complicado', 'ainda', 'aplicativo', 'ajudar', 'pessoa', 'ajudo', 'escrito', 'documento', 'ajudar', 'pessoa', 'funcao', 'fazer', 'escrito', 'documento', 'escritorio', 'forma', 'fazer', 'registro', 'aplicativo', 'registro']"
